sale_date,sale_price,latitude,longitude,city,zoning,land_val,imp_val,year_built,sqft_lot,sqft,grade,fbsmt_grade,home_condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_otherwater,year,zipcode
2021-05-21,3500000,47.6388182,-122.2886905,SEATTLE,NR2,1416000,1433000,1952,7139,2070,10,0,5,2.0,3,1,1,1,0,460,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-22,651000,47.56255323,-122.3944089,SEATTLE,NR3,345000,343000,1947,5750,970,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98116
2021-05-17,1077000,47.69740611,-122.3183662,SEATTLE,NR3,489000,434000,1926,5945,1800,7,6,4,1.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-19,1400000,47.63598205,-122.3012266,SEATTLE,NR3,555000,1234000,1910,5055,3970,10,8,4,2.0,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98112
2021-05-14,725000,47.67861237,-122.3663436,SEATTLE,NR3,255000,568000,1914,1800,1070,6,5,5,1.0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98117
2021-05-19,1020000,47.5360234,-122.3846718,SEATTLE,NR2,312000,665000,1914,7683,3060,7,7,5,1.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98136
2021-05-22,2217000,47.60829281,-122.286452,SEATTLE,NR3,794000,926000,1929,4240,3140,8,7,4,2.0,2,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2021,98122
2021-05-24,640000,47.55862875,-122.3058402,SEATTLE,NR3,249000,408000,1941,5150,2080,7,6,3,1.0,4,2,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98108
2021-05-18,750000,47.66715209,-122.2898576,SEATTLE,NR3,531000,328000,1925,4000,1670,7,4,3,1.5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98105
2021-05-17,1459119,47.68093143,-122.3528896,SEATTLE,NR3,564000,808000,1987,2761,2790,8,0,5,3.0,4,2,0,1,480,0,0,0,0,0,0,0,2,2,0,0,0,0,2021,98103
2021-05-11,1005000,47.55553629,-122.3858522,SEATTLE,NR3,385000,470000,1957,6250,1990,7,6,4,1.0,3,1,1,0,200,0,0,0,0,0,0,2,0,2,0,1,0,0,2021,98136
2021-05-20,837000,47.56374905,-122.2852596,SEATTLE,RSL (M),232000,580000,1909,3060,1580,6,6,4,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-19,1550000,47.6457926,-122.4059196,SEATTLE,NR3,609000,811000,1957,5150,2900,8,7,4,1.0,4,3,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98199
2021-05-22,1150000,47.6999579,-122.2931523,SEATTLE,NR2,529000,720000,1972,6621,2460,8,7,5,1.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-18,555000,47.52384309,-122.3708914,SEATTLE,NR2,302000,264000,1922,7740,1120,6,5,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-19,700000,47.51901589,-122.3751369,SEATTLE,NR3,245000,435000,1950,5100,1410,6,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-20,1060000,47.67298804,-122.284477,SEATTLE,NR3,670000,244000,1948,6750,1810,7,7,4,1.0,3,1,1,0,230,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98115
2021-05-11,340000,47.54956535,-122.2783098,SEATTLE,NR3,277000,413000,1927,2732,1500,6,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-19,1357000,47.52586513,-122.261395,SEATTLE,NR3,437000,814000,1942,7000,2540,8,7,5,1.0,4,1,1,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-20,970000,47.70213812,-122.3368247,SEATTLE,NR2,396000,439000,1984,7820,1480,8,0,4,2.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98133
2021-05-24,1590000,47.55685331,-122.2718958,SEATTLE,NR3,464000,849000,1909,7950,2530,8,0,5,2.5,4,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2021,98118
2021-05-21,1430000,47.67935633,-122.3680928,SEATTLE,NR3,527000,601000,1931,4520,2090,7,7,5,1.5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-18,1267000,47.68089003,-122.3871886,SEATTLE,NR3,464000,676000,1901,5100,2020,7,0,5,2.0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98117
2021-05-17,1270000,47.64188337,-122.3709781,SEATTLE,NR3,675000,576000,1925,2600,2190,8,7,5,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98119
2021-05-21,2405000,47.63829925,-122.2831842,SEATTLE,NR3,1824000,681000,1960,9585,2900,9,0,3,2.0,6,2,1,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-19,2435000,47.62761174,-122.3188059,SEATTLE,NR3,931000,1622000,1925,4200,3580,9,8,4,2.0,3,1,1,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98102
2021-05-18,875000,47.65123632,-122.3710737,SEATTLE,NR3,788000,10000,1942,6000,900,7,0,3,1.0,2,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,2021,98119
2021-05-14,2000000,47.62457546,-122.2902917,SEATTLE,NR3,1351000,771000,1953,10249,3010,9,8,4,1.0,3,1,1,1,480,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98112
2021-05-13,2400000,47.6309657,-122.3627363,SEATTLE,NR3,1384000,700000,1963,8777,3390,9,8,4,1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98119
2021-05-13,900000,47.67664554,-122.3561187,SEATTLE,NR3,540000,103000,1911,4000,1520,8,0,4,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-24,1550000,47.63705676,-122.4009668,SEATTLE,NR3,790000,590000,1940,5940,2720,8,7,4,1.0,3,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2021,98199
2021-05-22,1145000,47.52210405,-122.3852283,SEATTLE,NR2,506000,653000,1955,10300,1520,8,7,4,1.0,3,1,1,0,0,270,0,0,0,0,0,2,0,2,0,2,0,0,2021,98136
2021-05-26,1245000,47.63641659,-122.3027285,SEATTLE,NR3,419000,671000,1927,2080,1600,8,7,4,1.5,3,1,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-21,1350000,47.67194713,-122.3936597,SEATTLE,NR3,610000,630000,1909,6957,3010,8,0,2,2.5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98107
2021-05-25,955000,47.68846317,-122.3238985,SEATTLE,NR3,457000,596000,1937,5050,2040,7,7,4,1.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-25,535000,47.71483309,-122.2989893,SEATTLE,NR2,283000,323000,1930,7994,1600,7,6,4,1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98125
2021-05-18,1531388,47.70547493,-122.3790753,SEATTLE,NR2,1096000,573000,1952,11410,2520,8,8,5,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98177
2021-05-25,1945000,47.5725812,-122.2841379,SEATTLE,NR3,753000,1077000,1921,5272,3330,9,8,5,2.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98144
2021-05-04,1360000,47.66460571,-122.2750368,SEATTLE,NR3,770000,596000,1930,4900,1930,7,6,5,1.5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98105
2021-05-25,700000,47.52935876,-122.2730257,SEATTLE,NR3,281000,349000,1908,4500,1630,7,6,5,1.5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-13,909000,47.67895489,-122.3489118,SEATTLE,NR3,682000,229000,1924,4960,1800,7,7,3,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-21,1040000,47.65256763,-122.4082142,SEATTLE,NR3,609000,420000,1948,5102,1800,7,6,4,1.0,3,2,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,2021,98199
2021-05-20,1520000,47.55504016,-122.2637836,SEATTLE,NR2,503000,909000,1956,14279,2760,8,7,5,1.0,4,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2021,98118
2021-05-25,1800000,47.66897636,-122.2719938,SEATTLE,NR1,1098000,1249000,1960,11232,3280,10,7,4,1.0,4,1,2,0,400,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98105
2021-05-19,1076000,47.68579084,-122.3711265,SEATTLE,NR3,547000,390000,1928,5000,1260,7,0,4,1.5,4,1,1,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-23,439000,47.55093568,-122.3126612,SEATTLE,NR3,257000,283000,1957,4860,1250,7,0,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98108
2021-05-13,700000,47.64783421,-122.38559,SEATTLE,NR3,644000,163000,1943,6000,1390,6,5,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2021,98199
2021-05-05,1360000,47.71740686,-122.3506696,SEATTLE,NR2,484000,588000,1962,8546,2760,8,8,5,1.0,5,1,2,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98133
2021-05-21,850000,47.55168724,-122.2629607,SEATTLE,NR2,263000,664000,1929,3885,2320,8,7,3,1.5,3,1,1,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-11,1432000,47.64964294,-122.3718998,SEATTLE,NR3,1018000,362000,1948,6000,2180,8,7,5,1.0,3,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2021,98119
2021-05-20,2210000,47.70002281,-122.3951824,SEATTLE,NR2,984000,434000,1940,11250,1970,8,7,4,1.0,3,1,1,0,0,360,0,0,0,0,0,3,0,3,0,3,0,0,2021,98117
2021-05-20,885000,47.6932332,-122.3395105,SEATTLE,NR3,345000,434000,1987,2563,1500,7,7,3,1.0,3,2,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-19,1521000,47.63098176,-122.3095224,SEATTLE,NR3,946000,609000,1922,4800,2060,8,7,4,1.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-24,1600000,47.67452161,-122.3109064,SEATTLE,NR3,643000,909000,1910,4120,2650,8,0,5,2.0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-13,650000,47.53884732,-122.3708079,SEATTLE,NR3,238000,467000,1928,4940,1240,6,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-21,685000,47.53058799,-122.3547276,SEATTLE,NR3,256000,385000,1953,7500,1130,7,0,5,1.0,3,1,0,0,0,440,0,0,0,1,0,0,0,0,0,0,0,0,2021,98106
2021-05-25,996000,47.55716072,-122.3798629,SEATTLE,NR3,334000,590000,1953,6300,2070,7,7,5,1.0,4,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-17,750000,47.64292473,-122.3658074,SEATTLE,NR3,779000,10000,1947,3612,790,7,0,3,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98119
2021-05-14,1800000,47.63418874,-122.3528367,SEATTLE,NR3,750000,927000,1918,2760,2510,8,7,5,2.0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98109
2021-05-18,1100000,47.71444577,-122.3634286,SEATTLE,NR2,646000,447000,1951,9425,2150,8,7,5,1.0,5,1,1,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,2021,98177
2021-05-19,1998000,47.64453469,-122.3685656,SEATTLE,NR3,1010000,924000,1917,5050,3590,9,7,4,1.5,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98119
2021-05-18,1000000,47.72078565,-122.2859019,SEATTLE,NR1,600000,445000,1955,9603,1710,8,0,4,1.0,3,1,0,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,2021,98125
2021-05-19,755000,47.56797442,-122.3992034,SEATTLE,NR3,400000,313000,1948,5635,1160,7,0,3,1.0,2,1,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98116
2021-05-25,510000,47.72741494,-122.3365137,SEATTLE,NR3,415000,103000,1943,6800,860,6,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98133
2021-05-17,805000,47.53838942,-122.3721751,SEATTLE,NR3,245000,509000,1927,5140,2370,7,6,3,1.5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-17,2200000,47.64092596,-122.3217369,SEATTLE,NR3,791000,883400,1905,6425,3290,9,7,5,3.0,5,2,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2021,98102
2021-05-13,1495000,47.63659771,-122.2799599,SEATTLE,NR3,992000,492000,1926,4000,2140,7,6,4,1.5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-05,925000,47.53238432,-122.2678703,SEATTLE,NR3,288000,429000,1956,6204,2460,7,7,5,1.0,4,1,1,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-26,1439000,47.69953548,-122.3801105,SEATTLE,NR3,586000,802000,1947,5017,3660,8,7,4,1.5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-18,502500,47.72518309,-122.2890173,SEATTLE,NR2,424000,477000,1954,6123,1540,6,6,5,1.0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98125
2021-05-25,2100000,47.68513273,-122.2761372,SEATTLE,NR2,912000,1179000,1949,7920,2510,8,8,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-20,880000,47.54453496,-122.2711343,SEATTLE,NR3,349000,511000,1912,6750,1360,6,0,5,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-25,999999,47.6697737,-122.2958686,SEATTLE,NR3,643000,444000,1937,4330,1890,7,6,5,1.5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98105
2021-05-24,416000,47.53715856,-122.2717891,SEATTLE,RSL (M),388000,277000,1974,4000,1190,7,0,5,1.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98118
2021-05-24,865000,47.67812767,-122.3850339,SEATTLE,NR3,546000,446000,1950,5100,1320,8,0,4,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-16,1420000,47.64580803,-122.3064429,SEATTLE,NR3,741000,776000,1922,5450,2110,7,0,4,1.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-27,937000,47.66253811,-122.3568139,SEATTLE,NR3,360000,542000,1905,2820,2480,7,6,4,2.0,4,2,0,0,100,0,0,0,0,3,0,0,0,0,0,0,0,0,2021,98103
2021-05-24,875000,47.69158407,-122.3653694,SEATTLE,NR3,411000,404000,1920,4600,1960,7,7,4,1.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-23,1522500,47.70997479,-122.2772432,SEATTLE,NR2,705000,600000,1979,6340,2470,8,8,3,2.0,3,1,1,2,550,0,0,0,0,0,0,0,2,2,0,0,2,0,2021,98125
2021-05-24,985000,47.70112367,-122.3373456,SEATTLE,NR3,495000,461000,1947,5000,1840,7,7,5,1.0,3,1,1,0,200,130,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-20,899950,47.57541936,-122.3020116,SEATTLE,NR3,275000,544000,1980,4000,1920,7,6,4,1.0,5,3,1,0,260,0,0,0,0,0,0,0,0,2,0,0,0,0,2021,98144
2021-05-12,903000,47.66240235,-122.3614868,SEATTLE,NR3,421000,332000,1926,3880,720,6,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98107
2021-05-20,890000,47.56776143,-122.3925144,SEATTLE,NR3,345000,451000,1911,5750,1500,7,0,4,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98116
2021-05-21,803000,47.54463404,-122.297296,SEATTLE,NR3,346000,331000,1942,10811,1610,7,0,3,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98108
2021-05-10,1418500,47.6852793,-122.3493299,SEATTLE,NR3,682000,549000,1928,4500,1470,8,0,5,2.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-21,725000,47.71174043,-122.312836,SEATTLE,NR2,320000,291000,1942,6900,1030,7,5,4,1.0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98125
2021-05-24,1000000,47.62203364,-122.2952243,SEATTLE,NR3,631000,251000,1908,5120,1570,7,0,3,1.5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-23,1750000,47.61777764,-122.2843779,SEATTLE,NR2,1160000,435000,1930,4190,2090,8,7,5,1.5,3,1,1,2,200,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98122
2021-05-14,1675000,47.69309321,-122.2796316,SEATTLE,NR2,809000,1223000,1985,9191,4070,10,10,3,2.0,5,2,1,1,0,630,0,0,0,0,0,0,2,2,0,0,2,0,2021,98115
2021-05-26,856000,47.5290165,-122.3857613,SEATTLE,NR3,370000,469000,1927,4234,1810,7,6,4,1.0,2,0,2,0,260,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,98136
2021-05-24,1112500,47.64281394,-122.3017633,SEATTLE,NR3,361000,515000,1920,2825,1840,7,6,4,1.0,3,2,0,0,200,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98112
2021-05-26,1528000,47.63940455,-122.3181996,SEATTLE,NR3,558000,887000,1909,2440,2550,9,7,3,2.0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98102
2021-05-25,630000,47.70311473,-122.3522138,SEATTLE,NR3,402000,316000,1910,3844,1440,7,6,3,1.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98133
2021-05-20,1250000,47.60479399,-122.2878477,SEATTLE,NR3,521000,713000,1987,2719,1900,9,7,3,1.0,3,1,1,1,410,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98122
2021-05-24,707000,47.71278824,-122.3264265,SEATTLE,NR2,326000,393000,1949,7815,1820,8,6,3,1.0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98125
2021-05-24,1030000,47.54411837,-122.259864,SEATTLE,NR1,420000,551000,1956,6480,2330,8,0,3,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-12,885000,47.68554111,-122.3900972,SEATTLE,NR3,497000,311000,1924,3880,1190,6,6,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-25,735000,47.69121558,-122.3399172,SEATTLE,NR3,475000,218000,1949,4625,950,7,0,3,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-24,1150000,47.70375077,-122.3091328,SEATTLE,NR3,505000,548000,1966,8343,2920,8,8,3,1.0,5,4,1,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98125
2021-05-25,1350000,47.63550377,-122.2804622,SEATTLE,NR3,992000,825000,1930,4000,2320,8,6,4,2.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98112
2021-05-21,880000,47.52710007,-122.2645677,SEATTLE,NR3,283000,336000,1976,5000,1950,7,7,4,1.0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-24,850000,47.52351406,-122.3708975,SEATTLE,NR2,302000,382000,1926,7740,1140,7,0,5,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-24,695000,47.52977652,-122.2741908,SEATTLE,NR3,283000,473000,1908,5000,2900,7,7,5,2.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-24,1200000,47.56566227,-122.3737394,SEATTLE,RSL (M),305000,643000,1977,4000,2850,8,6,4,2.0,3,2,0,0,0,440,0,0,0,1,0,0,2,2,3,0,0,0,2021,98126
2021-05-18,625000,47.51680385,-122.38238,SEATTLE,NR2,285000,431000,1953,7440,1700,7,7,3,1.0,4,1,0,1,0,380,0,0,0,0,0,0,0,0,0,0,0,0,2021,98136
2021-05-21,935000,47.65993884,-122.3275999,SEATTLE,NR3,738000,290000,1909,5100,1450,7,6,4,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98105
2021-05-18,530000,47.52334294,-122.3524765,SEATTLE,NR3,253000,259000,1943,6771,1480,5,5,3,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98106
2021-05-24,820000,47.72370657,-122.3337643,SEATTLE,NR2,395000,339000,1945,8903,1870,7,7,5,1.5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98133
2021-05-23,2200000,47.61272387,-122.2885409,SEATTLE,NR3,942000,1105000,1905,5500,3030,9,8,5,2.5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98122
2021-05-18,795000,47.57237875,-122.385995,SEATTLE,NR3,328000,351000,1919,4100,1490,7,6,3,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98116
2021-05-18,1100000,47.68151683,-122.3793559,SEATTLE,NR3,486000,571000,1929,3825,1750,8,7,4,1.5,4,1,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-18,910100,47.54975536,-122.3883155,SEATTLE,RSL (M),305000,590000,1949,3724,1720,7,6,5,1.0,3,1,2,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98136
2021-05-27,1268000,47.72459287,-122.3632479,SEATTLE,NR2,628000,505000,1948,8160,2220,8,0,5,2.0,5,1,1,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,2021,98177
2021-05-25,550000,47.53539212,-122.2758189,SEATTLE,RSL (M),605000,1000,1926,11102,1090,6,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-20,266000,47.561504,-122.2703251,SEATTLE,NR3,360000,1000,1910,4800,640,5,0,3,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98118
2021-05-21,825000,47.5286127,-122.3809958,SEATTLE,NR3,305000,483000,1954,4163,1650,7,6,4,1.0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98126
2021-05-24,375000,47.54296342,-122.281242,SEATTLE,RSL (M),448000,145000,1947,5000,1060,6,0,4,1.0,2,2,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,2021,98118
2021-05-21,1009000,47.68185067,-122.3991807,SEATTLE,NR3,791000,155000,1949,4301,1380,8,6,3,1.0,2,1,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98117
2021-05-24,1020000,47.56375654,-122.3182334,SEATTLE,NR3,299000,704000,1951,5760,3020,8,8,5,1.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98108
2021-05-23,735000,47.52844874,-122.3743156,SEATTLE,NR2,286000,473000,1920,7680,2100,7,6,4,1.0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98126
2021-05-10,1530000,47.58780703,-122.3846986,SEATTLE,NR3,1100000,896000,1903,9000,2690,9,0,5,2.0,3,2,1,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,2021,98116
2021-05-27,1623000,47.63676082,-122.3914017,SEATTLE,NR3,573000,863000,1958,4000,2580,8,8,5,1.0,4,2,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98199
2021-05-14,805000,47.70053747,-122.3048881,SEATTLE,NR3,369000,338000,1941,9570,1360,7,7,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
2021-05-24,685000,47.56931228,-122.3970343,SEATTLE,NR3,352000,625000,1958,6000,2000,8,7,5,1.0,3,1,2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98116
2021-05-26,700050,47.53140097,-122.3681562,SEATTLE,NR3,302000,388000,1941,7680,1460,6,6,4,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98126
2021-05-25,475000,47.50864197,-122.268602,SEATTLE,NR2,187000,451000,1992,7500,2130,7,7,3,1.0,4,2,1,0,340,120,0,0,0,0,0,0,0,0,0,0,0,0,2021,98178
2020-05-05,1557000,47.63328212,-122.3940144,SEATTLE,NR3,1165000,310000,1926,6000,2270,9,7,4,1.5,3,1,1,0,200,0,0,0,0,0,0,0,0,2,0,2,0,0,2020,98199
2021-06-01,710000,47.52401759,-122.3547466,SEATTLE,NR3,208000,396000,1947,5328,1530,6,6,4,1.0,3,1,1,0,310,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98106
2021-05-24,967575,47.66667057,-122.3269943,SEATTLE,NR3,545000,642000,1911,3060,1570,8,6,5,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98105
2021-05-24,1250000,47.66545184,-122.2898445,SEATTLE,NR3,531000,488000,1927,4000,2300,7,7,5,1.0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,98105
2021-05-28,1182500,47.60416228,-122.2881102,SEATTLE,NR3,834000,637000,1978,7249,2640,8,8,3,3.0,2,1,1,1,0,340,0,0,0,1,0,0,0,0,0,0,0,0,2021,98122
2021-05-27,1157000,47.6886103,-122.3488728,SEATTLE,NR3,506000,558000,1904,3060,1750,8,0,5,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98103
2021-05-20,940000,47.56629606,-122.4024912,SEATTLE,NR3,381000,534000,1946,5800,2300,7,6,4,1.0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,98116
2021-05-18,487000,47.51156435,-122.3808934,SEATTLE,NR3,267000,188000,1938,4500,1090,6,0,2,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98146
2021-05-13,791000,47.660783,-122.3942289,SEATTLE,NR3,760000,140000,1927,4000,980,6,0,4,1.0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2021,98199
2021-05-21,1075000,47.67246443,-122.3146936,SEATTLE,NR3,591000,475000,1911,4000,1880,7,0,4,1.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,98115
